id,Question,Desired_answer,Student_answer,score_me,score_other,score_avg
,What are flags in the CPU?,"Flags are specific bits in the status register used to indicate the outcome of operations, like zero, carry, overflow, and sign flags.",They only exist in cloud computing.,1,2,1
,What are flags in the CPU?,"Flags are specific bits in the status register used to indicate the outcome of operations, like zero, carry, overflow, and sign flags.",Flags control fan speed.,2,2,2
,What are flags in the CPU?,"Flags are specific bits in the status register used to indicate the outcome of operations, like zero, carry, overflow, and sign flags.",not answered ,0,0,0
,What are the types of instructions in computer architecture?,"The main types of instructions are data transfer, arithmetic, logical, control, and I/O instructions.","The main types of instructions are data transfer, arithmetic, logical, control, and I/O instructions.",5,5,5
,What are the types of instructions in computer architecture?,"The main types of instructions are data transfer, arithmetic, logical, control, and I/O instructions.","Data transfer instructions move data (e.g., MOV).",3,4,4
,What are the types of instructions in computer architecture?,"The main types of instructions are data transfer, arithmetic, logical, control, and I/O instructions.","Arithmetic instructions perform math (ADD, SUB).",3,4,5
,What are the types of instructions in computer architecture?,"The main types of instructions are data transfer, arithmetic, logical, control, and I/O instructions.","Logical instructions perform AND, OR, NOT.",3,4,5
,What are the types of instructions in computer architecture?,"The main types of instructions are data transfer, arithmetic, logical, control, and I/O instructions.","Control instructions manage program flow (JUMP, CALL).",3,4,5
,What are the types of instructions in computer architecture?,"The main types of instructions are data transfer, arithmetic, logical, control, and I/O instructions.",I/O instructions communicate with devices.,4,4,5
,What are the types of instructions in computer architecture?,"The main types of instructions are data transfer, arithmetic, logical, control, and I/O instructions.",Instruction types vary by architecture.,3,4,5
,What are the types of instructions in computer architecture?,"The main types of instructions are data transfer, arithmetic, logical, control, and I/O instructions.",Essential for program functionality.,2,4,5
,What are the types of instructions in computer architecture?,"The main types of instructions are data transfer, arithmetic, logical, control, and I/O instructions.",Each type has a specific opcode.,0,0,0
,What are the types of instructions in computer architecture?,"The main types of instructions are data transfer, arithmetic, logical, control, and I/O instructions.",Instruction types determine CPU behavior.,0,0,0
,What are the types of instructions in computer architecture?,"The main types of instructions are data transfer, arithmetic, logical, control, and I/O instructions.",Help build assembly code efficiently.,2,1,3
,What are the types of instructions in computer architecture?,"The main types of instructions are data transfer, arithmetic, logical, control, and I/O instructions.",wk7th7,0,0,0
,What are the types of instructions in computer architecture?,"The main types of instructions are data transfer, arithmetic, logical, control, and I/O instructions.",4nry,0,0,0
,What are the types of instructions in computer architecture?,"The main types of instructions are data transfer, arithmetic, logical, control, and I/O instructions.",Instruction types are fonts in Word.,1,2,1
,What are the types of instructions in computer architecture?,"The main types of instructions are data transfer, arithmetic, logical, control, and I/O instructions.",Used to create video games.,2,1,2
,What are the types of instructions in computer architecture?,"The main types of instructions are data transfer, arithmetic, logical, control, and I/O instructions.",Control smartphone brightness.,2,2,1
,What are the types of instructions in computer architecture?,"The main types of instructions are data transfer, arithmetic, logical, control, and I/O instructions.",They store system passwords.,2,2,1
,What are the types of instructions in computer architecture?,"The main types of instructions are data transfer, arithmetic, logical, control, and I/O instructions.",Used only for cloud backups.,2,1,1
,What are the types of instructions in computer architecture?,"The main types of instructions are data transfer, arithmetic, logical, control, and I/O instructions.",Part of the printer settings.,2,1,1
,What are the types of instructions in computer architecture?,"The main types of instructions are data transfer, arithmetic, logical, control, and I/O instructions.",Define mouse click speed.,2,2,2
,What are the types of instructions in computer architecture?,"The main types of instructions are data transfer, arithmetic, logical, control, and I/O instructions.",They store Wi-Fi info.,2,1,2.5
,What are the types of instructions in computer architecture?,"The main types of instructions are data transfer, arithmetic, logical, control, and I/O instructions.",Instruction types are wallpaper options.,2,3,2
,What are the types of instructions in computer architecture?,"The main types of instructions are data transfer, arithmetic, logical, control, and I/O instructions.",Only found in antivirus software.,2,2,2.5
,What are the types of instructions in computer architecture?,"The main types of instructions are data transfer, arithmetic, logical, control, and I/O instructions.",Instruction types are screen savers.,2,0,2
,What are the types of instructions in computer architecture?,"The main types of instructions are data transfer, arithmetic, logical, control, and I/O instructions.",Used in web development.,2,2,1
,What are the types of instructions in computer architecture?,"The main types of instructions are data transfer, arithmetic, logical, control, and I/O instructions.",Control the fan speed of CPU.,2,1,1
,What are the types of instructions in computer architecture?,"The main types of instructions are data transfer, arithmetic, logical, control, and I/O instructions.",They modify BIOS settings.,2,1,1
,What are the types of instructions in computer architecture?,"The main types of instructions are data transfer, arithmetic, logical, control, and I/O instructions.",Instruction types set alarms.,2,2,2
,What are the types of instructions in computer architecture?,"The main types of instructions are data transfer, arithmetic, logical, control, and I/O instructions.",They’re saved in PDFs.,2,1,2.5
